Durum,Rapor Aciklamasi
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -3- sefer etkilenmistir ilk zayi saati:06:45
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -14- sefer etkilenmistir ilk zayi saati:06:40
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -7- sefer etkilenmistir ilk zayi saati:06:36
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -2- sefer etkilenmistir ilk zayi saati:06:36
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -6- sefer etkilenmistir ilk zayi saati:06:22
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -10- sefer etkilenmistir ilk zayi saati:06:20
Menfi,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:06:10
Müspet,15BK HAT NUMARALI C-1726 KAPI NUMARALI ARACIN İÇERDEKİ EKRANLARI BOZUK YAPILMASINI TALEP EDİYORUM OLAY : 06.45 KADIKÖY YÖNÜ
Uyarı,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:06:05
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:05:55
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -2- sefer etkilenmistir ilk zayi saati:05:52
Müspet,14Y HAT NUMARALI ARACI YAVUZ TÜRK KALKIŞ DURAĞINDA 05.52 DEN 05.57 YE KADAR BEKLEDİM ARACIN 05..55 SEFERİ KALKIŞ YAPMADI ŞİKAYETÇİYİM
Müspet,C1887 11ÜS 00:18 SAATİNDEKİ ARAÇ ŞÖFÖRÜ DURAĞA GELDİ BEN ARIZA YAPTIM KALKMAYACAĞIM DİYEREK BASTI GİTTİ ALMADI SARHOŞ GİBİYDİ BEN BU DURUMDAN ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI TALEP EDİYORUM.
Müspet,C1887 11ÜS 00:18 SAATİNDE KALKMASI BEKLENEN ARAÇ ŞÖFÖRÜ DURAĞA GELDİ BEN ARIZA YAPTIM DİYEREK KİMSEYİ ALMADAN BASTI GİTTİ BEN BU DURUMDAN ŞİKAYRETÇİYİM GERĞEİNİN YAPILMASINI TALEP EDİYORUM
Uyarı,E-3 34JZ5439 6 ARALIK 12:32 DE ŞOFÖR 9 TL ALDI. HERHANGİ BİR KARTTA OKUTMADI. 4.LEVENT YÖNÜNE. BU HATTA SİSTEMLEŞMİŞ BİR DURUM. SÜREKLİ KARŞILAŞIYORUZ. E-3 HAVALİMANI YÖNÜNE 34EZK53 11 ARALIK SAAT 07:53 TE BU ŞOFÖRDE ARKADAŞIMDAN ELDEN 10TL ALDI BU ŞOFÖRDEN DE ŞİKAYETÇİYİM.
Müspet,132M YE HASTANE HABİRE İLERİ GİDİN İLERİ GİDİN DİYE BAĞIRIP KALKIP İLERLEYİN ARKA DİYE HAKARET ETMEYE BAŞLADI SONRA İN TAKSİYE BİN DEDİ. ŞİKAYETÇİYİM ÖĞRENCİLERİ ALMIYOR GEREĞİNİN YAPILMASINI TALEP EDİYORUM C-1927
Uyarı,bu olayı unutmam mümkün değildi ama m.temsilcisi arkadaş özet geçmiş sanırım benim şikayetim bununla sınırlı değildi. bakırköy durağında vatandaşın biri klimayı açmasını söyledi içerisi gerçektende çok sıcaktı açmadığı gibi terleyerek cevap verdi k.çekmece köprüsü durağında ön kapıyı açmadı içeri boş olduğu halde orta kapıyı açtı yolcu inişi için ama durakte bekleyen yaşlı kadın ön kapıyı açmayınca orta kapıdan binmek istedi ama kapıyı kapattı kadın kapı arasında sıkıştı. Kadın ve bizler şöfore tepki gösterdi bu tutumundan dolayı şöfer bu hareketinden dolayı özür dileceğine yine bağırmalarına devam etti ve kızarak boş yolda ani fren yaparak bizlere zarar vermeye çalıştı sonra arka lastiğim patlak o yüzden almadım yalanına başvurdu kanarya durağında da herkesi indirdi lastiğim patlak diye ve arkadan gelen otobüse bindik. son durağa geldiğimizde o otobüste ordaydı özellikle gidip baktım lastikte bir sorun görünmüyordu. hadi diyelim patladı insan gibi söylersin kadına kusura bakmayın sıkıştırmak istemezdim ama lastiğim patlak o yuzden yolcu almak istemedim diye o zaman da kimse bir şey demezdi. ama k.çekmece köprüsünde yaptı bu hareketi o zaman hiç lastik patlak demedi kanarya durağına gelince lastiğim patlak o yüzden kapattım kapıyı dedi Peki o kadar durak gittin patlak lastikle bir durak mı gidemeyecekti hemde arkada çift lastikli olmasına rağmen hem de otobüste 7-8 kişi kalmışken 3 km git 600 mt kala lastik patlak diye yolcu indir bu suçuna kılıf aramaktan başka bir şey değil zaten suçunu bildiği için başka bir arkadaşını aradı bu olayı konuştu. ceza verilmesi iyi olmuş tabi size aktarıldığı kadarına göre normal bir ceza ama asıl yaptığını yukarıda yazdım ona göre de hafif kalmış. Bunları yazdım çünkü o şöfore bu hareketlerine sinirim hala geçmedi bunları yazarak biraz rahatlıyor insan ama sizlerinde bilmesi gerekiyor çalışanlarınızın yolculara yaşattığı olumsuzları
Uyarı,98H HATTINI YAKLAŞIK OLARAK 12 DAKİKADIR BEKLİYORDUM. FAKAT ARAÇ ŞOFÖRÜ DURAKTA EL İŞARETİ YAPMAMA RAĞMEN DURMADAN GİTTİ. VE ALAY EDER GİBİ KARŞILIK VERDİ. İLERİDE GİDİP DURAK HARİCİ YOLCU İNDİRDİ.MAĞDUR OLDUM. ŞİKAYETÇİYİM.BU ARAÇ ŞOFÖRÜNÜN ACİLEN DENETLENMESİNİ TALEP EDİYORUM. GEREĞİNİN YAPILMASINI ARZ EDERİM. A-1728
Müspet,98İ HATTINI ATAKENT YÖNÜNE 23:20 SEFERİ 23:18 DE KALKIŞ YAPMIŞ BU DURUMDAN ŞİKAYETÇİYİM. DAHA İKİ GÜN ÖNCE ŞİKAYET ETMİŞTİM AYNI DURUMU YİNE YAŞIYORUM
Müspet,Besiktastan sariyer yonune 22.00 civari giden b1848 kapi nolu 40b nolu arac daprhane duraginda durmamistir ayni sey zaman zaman tekrarlanmaktadir
Müspet,16 02 2018 tarihinde savaş petrol firmasina bağlı calisan C-1778 kodlu araca madde 14 uyarinca ihlal formu düzenlenmiştir.Surucu Kemal Bey e neden tek sofor calisiyorsun diye sorulmuş -firma şoför göndermedi arac seferden kesilmesin diye firma bana talimat verdi mecbur çalışıyoruz.- minvalinde cevap vermistir.Akabinde ek dosya da bulunan surucunun uyukladigi mealinde ki yolcuyeti ALO 153 cagri merkezine gelmiştir.Filo komuta tedbiren aracin son seferini kesmiştir.Surucu ile tekrar irtibat kurulmus rahatsizligi veya uykusu olup olmadigi sorulmustur.Surucu iyi olduğunu beyan etmiştir
Müspet,BELİRTMİŞ OLDUĞUM DURAKTA BEKLEDİM. ANCAK ARAÇ DURAKTA DURMADI. MAĞDUR OLDUM.ŞİKAYETÇİYİM.
Uyarı,14B HATTININ 34 UZ 8403 PLAKALI ARAÇ ŞOFÖRÜ ARACI ÇOK HIZLI KULLANIYORDU VE TÜMSEKLERE DİKKAT ETMİYORDU .ARACA 21:52 CİVARINDA BİNDİM VE SONRASINDA BU ŞEKİLDE SÜRÜŞ YAPTI
Uyarı,E-3 34JZ5439 6 ARALIK 12:32 DE ŞOFÖR 9 TL ALDI. HERHANGİ BİR KARTTA OKUTMADI. 4.LEVENT YÖNÜNE. BU HATTA SİSTEMLEŞMİŞ BİR DURUM. SÜREKLİ KARŞILAŞIYORUZ. E-3 HAVALİMANI YÖNÜNE 34EZK53 11 ARALIK SAAT 07:53 TE BU ŞOFÖRDE ARKADAŞIMDAN ELDEN 10TL ALDI BU ŞOFÖRDEN DE ŞİKAYETÇİYİM.
Uyarı,BEKLENEN SÜRE: 20:10-21:22 BELİRTTİĞİM SÜRE İÇERİSİNDE ARAÇ GELMEDİ.MAĞDUR OLDUM. ŞİKAYET EDİYORUM GEREĞİNİN YAPILMASINI İSTİYORUM.BU DURUM SÜREKLİ OLUYOR.
Müspet,BELİRTMİŞ OLDUĞUM HAT NUMARALI ARACI ÇAMLICA İLKOKULU DURAĞINDA SAAT 20:30 İTABERİYLE BEKLEMEME RAĞMEN ARAÇ GELMEDİ BU DURUMDAN DOLAYI MAĞDUR KALDIM SAAT 21:20 KADAR BEKLEDİM VE BEKLEMİŞ OLDUĞUM DURAKTA C-1870 ARACININ GELECEĞİ GÖZÜKÜYORDU BU ARAÇTA GELMEDİ ALEMDAĞ YÖNÜNE GİDERKEN BELİRTMİŞ OLDUĞUM HAT NUMARALI ARACI ÇAMLICA İLKOKULU DURAĞINDA SAAT20:30 İTABERİYLE BEKLEMEME RAĞMEN ARAÇ GELMEDİ SAAT 21:20 KADAR BEKLEDİM 21:20 BİR ARACI GELDİ DOLU OLDUĞU İÇİN O ARACADA BİNEMEDİM SULTANBEYLİ YÖNÜNE GİDERKEN
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -2- sefer etkilenmistir ilk zayi saati:21:55
Müspet,C-1915 kodlu araca 16.02.2018 günü yapılan denetimde sürücü belirlenen süreden fazla çalıştığı tespit edilmiştir resim ektedir
Müspet,C-1867 kodlu araca 16.02.2018 günü yapılan denetimde sürücü tek çalıştığı tespit edilmiştir resim ektedir
Menfi,20:20 DEN 21:03 E KADAR DURAKTA BEKLİYORUM. ARACIN HİÇBİR SEFERİ DURAĞA GELMEDİ. DURUMDAN ŞİKAYETÇİYİM. GEREĞİNİN YAPILMASINI TALEP EDİYORUM.
Uyarı,KADIKÖY YÖNÜ SABİHA GÖKÇEN DURAĞINDA BİNİDM OTOBÜS ŞÖFÖRÜ ÇOK HIZLI KULLANIYORDU VE YOLCUNUN EMNİYETİNİ GÖZ ÖNÜNE ALMADI HIZLI SÜRDÜ DURACAĞI YERDE FREN YAPTI BİRDE ARAÇTAKİ HERKEZE BAĞIRDI BİR VATANDAŞ ŞÖFÖRE YAVAŞ GİDERMESİN DEDİ HERKEZ ÖNE GİDİP DURDU BAĞIRDI NE KONUŞUYORSUN DERCESİNE ŞİKAYETÇİYİM BU ŞÖFÖR UYGUNSUZ HIZ AŞIRI YAPIYOR GEREĞİNİN YAPILMASINI ARZ EDERİM
Müspet,BELİRTMİŞ OLDUĞUM ARAÇ ŞÖFÖRÜ ÜSKÜDAR YÖNÜNDE TÜRKİŞ 1 KISIM VE 2 KISIM DURAKLARININ GÜZARGAHINI GİRMEDİ DEVAM ETTİ KUCAĞIMDA BEBEĞİM VARDI ŞÖFÖR TAKSİYE BİN DEDİ GEREKENİN YAPILMASINI TALEP EDERİM.
Uyarı,19S 17.40 kadıköy istikametinden kalkan sefer şöförü altıyoldan başlayan tel konuşması nedeni ile ani frenlerle yaşlı bir hanımla genç 2 kızımızı zor durumda bırakmış genç kızımızın ihtarı ile kadın değilmisiniz vıdı vIdı boş konuşun gel sen kullan gibi yakışıksız cümleler kurmuş ve önde hatalıydınız diyen bir bayana da hakaret etmiştir.Böyle davranmaya hakkı var mıdır bilmek isterim -c1782 -
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -2- sefer etkilenmistir ilk zayi saati:20:40
Müspet,C-1847 kodlu araca 16.02.2018 günü yapılan denetimde sürücü tek çalıştığı tespit edilmiştir resim ektedir
Müspet,HAT: 19T YÖN: FERHATPAŞA DURAK: ATAŞEHİR AND.LİSESİ SAAT: Ş.SİCİL NO : 002562 BELİRTMİŞ OLDUĞUM HATTIN ŞOFÖRÜ ATAŞEHİR AND.LİSESİ DURAĞINDAN SONRA TRAFİK BAHANESİYLE GÜZERGAHINI DEĞİŞTİRDİ. BRANDİUM AVM TARAFINA GİRMEDEN ÜST TARAFTAN GÜMRÜK YOLUNDAN GİTTİ . TERS YÖNE FİLAN GİRDİ YOLCULARI FARKLI YERLERDE İNDİRDİ ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI TALEP EDİYORUM
Müspet,C-1859 kodlu araca 16.02.2018 günü yapılan denetimde sürücü tek çalıştığı tespit edilmiştir resim ektedir
Uyarı,CERRAHPAŞAYA GİTMEK İÇİN 09.00 89İ HATTINA BİNDİK EŞİM BEN VE BEBEK 09.50DE ARAÇ KAPIYI ACTI BEN İNDİM HEMEN KAPATTI EŞİM VE COCUGUM İNEMEDİ ALLAHTAN O ARA ARABAYI INDIRSEYDİM KAZAYA SEBEB OLUCAKTI VE BEBEK ARABASINI İÇİNDE BEBEK YOKTU VE EŞİMİN KUCAGINDAYDI ARABANIN İÇİNDE OLSAYDI KÖTÜ SONUCA VARABİLİRDİ ŞİKAYETÇİYİM
Müspet,20.15 DE BİNDİM 14 NUMARALI ARACA YENİDOĞAN YÖNÜ SARIGAZİ KÖY İÇİNDE BİNDİM ŞÖFÖR ARAÇTA UYUYORDU YOL BOYUNCA BİR DE BENİM İNDİĞİM DURAK ADI DEĞİŞTİ PAZARYOLU DURAĞIYDI ŞÖFÖRE SORDUĞUMUZDA BİLMİYORUM DEDİ DURAK ADI GAMZE SOKAK OLDU BİRDE KULAĞINDA KULAKLIK VARDI KONUŞMUYORDU FAKAT IŞIKLARDA GÖZLERİNİ KAPATIYORDU SÜREKLİ BÖYLE YOLCULUK YAPTIK 30 DK İNERKEN FARK ETTİM
Uyarı,YENİDOĞANA DOĞRU GİDERKEN ÇAMLIK DURAĞINDA BEBEK ARABALI BİR KADINI ALMADI BEN ONU ALMAM ONU ALINCA YOLCU ALAMIYORUM ENGELLİ BİLE OLSA ALMAM VB ŞEYLER DEDİ VE KADINA HAKARETLER ETTİ ŞİKAYETÇİYİM BU ŞOFÖRDEN.
Müspet,YENİKAPI YÖNÜNE DOĞRU GİDEN ARAÇ ŞOFÖRÜ ÇOCUK SİTESİ DURAĞINDA EL KALDIRMAMIZA RAĞMEN HIZINI AZALTMADAN DURAKTA DURMADAN DEVAM ETTİ ŞİKAYETÇİYİM
Uyarı,34 JL 9464 plakalı belediye otobüs şoförü 18.00-20.00 el koyduğu şemsiyeyi ivedilikle bu telefonla irtibat kurarak bana ulaştirsin
Uyarı,11A HAT NUMARALI 34EH4226 PLAKALI ARACIN ŞOFÖRÜ ÜMRANİYE EĞİT. VE ARAŞ. HASTA. DURAĞINDA DURAĞI KAÇIRDIĞI İÇİN ARACI GERİ GERİ TEKRAR DURAĞA DOĞRU OTOBAN ÜZERİNDE SÜRMEKTEDİR. YAPMIŞ OLDUĞU TRAFİK KURAL İHLALİNDEN DOLAYI ŞİKAYETÇİYİM. SAAT 20.36 CİVARINDA GERÇEKLEŞTİ.
Müspet,16 02 2018 tarihinde yapılan denetimlerde sürücünün belirlenen süreden fazla sürede çalışma yaptığı anlaşılmıştır
Müspet,16 02 2018 tarihinde yapılan denetimlerde sürücünün belirlenen süreden fazla sürede çalışma yaptığı anlaşılmıştır
Müspet,16 02 2018 tarihinde yapılan denetimlerde sürücünün belirlenen süreden fazla sürede çalışma yaptığı anlaşılmıştır
Müspet,16 02 2018 tarihinde yapilan denetimlerde surucun kartlarinin okutulmadigi görülmüştur.Bu arac uzun zamandir takip edilmektedir.Aracin kart okuma sistemi calisiyor lakin sisteme kart bilgileri gelmiyor aracin gps anteninin arizali oldugu defaat ile soylenmis ve yaptirilmasi soylenmistir
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:19:50
Müspet,16 02 2018 tarihinde yapılan denetimlerde sürücünün gün boyu tek şoför olarak çalışma yaptığı anlaşılmıştır
Müspet,16 02 2018 tarihinde yapılan denetimlerde sürücünün gün boyu tek şoför olarak çalışma yaptığı anlaşılmıştır
Uyarı,C 1838 kodlu öho sürücüsü Hayatımda bu kadar berbat bir sürücü görmedim. Koca otobüsü otomobil gibi kullanıyor. Kadikoy den yenisahra ya kadar sayısız serit degistirdi. Kilitlenmiş trafikte 1 metre daha ileri gidebilmek için otobüse adeta dans ettiriyor. Ben arkalarda oldugum icin fark etmedim ancak 1 kere bile sinyal verdigini sanmiyorum.Adamın 1 tane normal freni yok. Ayaktakileri geçtim oturan yolcular bile rahatsız oldu. Son derece saygısız kaba ve terbiyesiz bir kişilik. Emniyet şeridi kirmizi ışık şerit ihlâli trafik kurallarından cignemedigi kalmadı muhtemelen. Birakin toplu tasima şoförlüğü yapmayı bisiklet bile kullanmaması gerekir rehabilite edilmeden. Ayrıca aracın içerisindeki bilgi ekranları çalışmıyor.
Müspet,PLAKALI ARAÇ ŞOFÖRÜ ETİLER TEPEÜSTÜ SOKAK BÖLGESİNDE TRAFİK KURAL İHLALİ YAPIYOR ARAÇLARI SIKIŞTIRIYORDU İLGİLİ ŞOFÖRDEN ŞİKAYETÇİYİM KENDİSİNE UYARIDA BULUNMAMIZA RAĞMEN BİZİ SIKIŞTIRMAYA DEVAM ETTİ.
Müspet,76O HATTINI AVCILAR CİHANGİR MAH. YÖÜNE GİTMEK İÇİN İSTOÇ CAMİİ DURAĞINDA BEKLEDİM 19: 10 ARAÇ DURAKTAN GEÇTİ ANCAK ARAÇ DURMADI VE İÇERİSİNDE MAKS. 10 YOLCU VARDI BU DURUMDAN ŞİKAYETÇİYİM. KONU HAKKINDA GEREĞİNİN YAPILMASINI ARZ EDERİM.
Müspet,BEYKOZDAN KADIKÖYE DOĞRU GİDİCEKTİK EŞİMLE EŞİMDE AKÜLÜ ARABADA BEN DE AKÜLÜ ARABADAYIM BU BELİRTMİŞ OLDUĞUM OTOBÜS BOŞ OLDUĞU HALDE DURDU EŞİMLE BİNİCEKTİK TAM BİNDİK İNİN AŞAĞIYA İKİNİZE DE ALMAYACAĞIM DEDİ ŞÖFÖR OTOBÜS BOMBOŞTU KİMSEYİ RAHATSIZ EDİCEK BİR DURUM YOKTU ŞÖFÖR BİZİ İNDİRDİ SİZİNLE TARTIŞMAYA GEREK YOK DEDİ SİZİNLE UĞRAŞAMAM SİZİ TAŞIMAK ZORUNDA DEĞİLİM DEDİ KAMERALARIN İZLENMESİNİ İSTİYORUM
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :19:40
Uyarı,ÜMRANİYE EĞİTİM ARAŞTIRMASOI HASTANESİNESİ EŞİMLE BİRLİKTE GİDİCEKTİK BEYKOZDA DEDEOĞLU KÖPRÜ DURAĞINDAYDIK EŞİM İL BEN TEKERLEKLİ SANDALYEDE OLDUĞUMUZDAN DOLAYI BİZİ ALMADI EŞİM ARACA BİNMİŞTİ TEKRARADAN İNDİ OTOBÜSTEN VE BENİM TEK SÖYLEDİĞİM ŞEY ŞÖFÖRE BURADA SİZ EVLİ ÇİFTLERİ ALMIYORMUSUNUZ DEDİM ALMAK ZORUNDA DEĞİLİM DEDİ OTOBÜSÜN İÇİ BOŞTU KAMERADAN İNCELENMESİNİ İSTİYORUM ŞÖFÖR BENİ BU DURUMDAN DOLAYI AĞLATTI GEREĞİNİN YAPILMASINI ARZ EDERİM BÖYLE DURUMLARDA AĞIR CEZALAR VERİLİRSE ŞÖFÖRLERE BU TÜR OLAYLARLA KARŞILAŞMAYIZ BU ŞÖFRDEN DOLAYI YOLUMUZ UZADI 15F OTOBÜSÜNE BİNDİM AKTARMALI GİDECEĞİM YOLUMU UZATTI BU YAĞMURDA GEREĞİNİN YAPILMAISNI ARZ EDERİM S
Müspet,16 02 2018 tarihinde yapılan denetimlerde sürücünün belirlenen süreden fazla sürede çalışma yaptığı anlaşılmıştır
Uyarı,BÜGÜN SEFAKÖYDEN 16:28 OTOBÜSE BİNDİM İNCİRTEPE DURAĞINDA İNDİM -İNDİĞİM SAATİ HATIRLAMIYORUM- ARAÇTAN İNDİĞİM ESNADA BİR ÇOCUĞUM İÇERİDE KALDI.İÇERİDEKİ YOLCULAR BAĞIRDI BEN KAPIYA VURDUM ŞOFÖR UMARSIZ BİR ŞEKİLDE GİTTİ VE ZOR DURDURDUK VE GERİ GERİ GELİP YERE DÜŞEN TELEFONUMU EZDİ .KALP HASTASIYIM FENALAŞTIM ŞOFÖRDEN ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI TALEP EDİYORUM A-1709 TELEFONUM KIRILMIŞ
Uyarı,BELİRTMİŞ OLDUĞUM KAPI KODLU ARACA SANCAKTEPE KIZILAY DURAĞINDAN KARTAL İSTİKAMETİNE GİTMEK İÇİN BİNDİM. ENGELLİ KARTIMI OKUTTUM ANCAK KARTIMI OKUMADI KARTIMDA BİR ARIZA OLDUĞUNU DÜŞÜNÜYORUM. BU YÜZDEN ARAÇ ŞOFÖRÜ BENİ KABA BİR ÜSLUPLA ARAÇTAN İNDİRMEK İSTEDİ. ARAÇ İÇERİSİNDEKİ YOLCULARIN DESTEĞİ İLE ARAÇTAN İNMEDİM. ANCAK ARAÇ ŞOFÖRÜNÜN KABA ÜSLUBUNDAN ŞİKAYETÇİYİM. GEREĞİNİN YAPILMASINI ARZ EDERİM.
Müspet,SULTANBEYLİ YÖNÜNE DOĞRU GİDEN ARACA 18:00 CİVARINDA NEC. ERBAKAN PARKI DURAĞINDAN BİNDİM ŞOFÖR UZUNDEREYE GİTTİĞİNİ SÖYLEDİ HAREKET ETTİKTEN SONRA GÖLETE GİTTİĞİNİ SÖYLEDİ YANLIŞ BİLGİ VERDİ ŞİKAYETÇİYİM
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :19:25
Müspet,Sefer Zayi Raporu - Talimata uymayan surucu -1- sefer etkilenmistir İhlal Saati :19:20
Uyarı,YUSUF PAŞA DURAĞINDA YEŞİLKÖY YÖNÜNDE 72T HAT NUMARALI ARACA BİNMEK İSTEDİM ARAÇ BU DURAKTA DURMADI BİZDE BAŞKA BİR ARACA BİNİP İBİR SONRAKİ DURAKTA ARACI YAKALADIK VE ARACA BİNDİĞİMİZDE ŞOFÖRE NİYE DURMADIĞINI SORDUM ODA ARKAMDA 72D HAT NUMARALI ARAÇ VAR DURSAM BANA ÇARPAR DEDİ BENDE NİYE ÇARPSIN ONA GÖRE YAVAŞLARSIN DİDİM SEN BU ARABANIN DEĞERİ NE KADAR BİLİYORMUSUN DEDİ DAHA SONRA BANA HAKARET ETTİ DAHA SONRA ARACI DURDURUP BEN GİTMİYORUM DEDİ DAHA SONRA DİĞER YOLCULARIN ARA GİEMESİYLE DEVAM ETİ AMA BANA HAKARET ETTİ ŞİKAYETÇİYİM GEREĞĞİNİN YAPILMASINI TALEP EDİYORUM
Müspet,19T HATTI TÜRKİŞ BLOKLARI ATATÜRK BULVARI KALKIŞ OLARAK AMA TÜRKİŞ 1 VE 2. KISIM DURAKLARINDAN GECMEDİ 19T HATTINA BİNMEK İÇİN KARAMAN ÇİFTLİK DURAGINDAN BİNDİM OLAY SAATİ 18.30
Müspet,Öndeki belediye otobusu Sağa dönüş yolunu İşgal Edip zaman kaybına yol actii Sol taraf 3 serit O yolu birakti Sağa dönüş yolumuza atti Kendini 20 m gitmeden Tekrar yoluna girmeye calisti B1858 15.02.2018 Saat 17 20 Civari Maslak Atatürk sanayi Kavşağı
Uyarı,147 HATTINI DÖNÜŞ YÖNÜNDE ESENKENT GİRİŞ DURAĞINDA BEKLİYORDUM ARAÇ ŞOFÖRÜ DURAKTA EL KALDIRMAMA DURMADI 15-20 METRE İLERDE YOLCU İNDİRDİ ŞİKAYETÇİYİM
Menfi,bugün akşam saat 18:30-18:40 arası kadıköy yönünden ferhat paşa yönünden su depeosu durağından c1536 -19t- otobüsüne bindim yine her zamanki gibi türk-iş 2.kısım durağından geçmedi söylendiğinde de kime şikayet edersen et dedi şoför bağırarak artık bu soruna bir kesin bir çözüm bulunuz şoförler kendi kafalarına göre güzergah değiştiriyorlar önceleri geçici bir süre okulun orda tadilat olduğundan aşağıdan geçiyorlardı o zaman tamam artık yasak kalktı şimdi kafalarına göre güzergah değiştiriyorlar geçerde bir şikayetim daha olmuştu cezai işlem uygulanmıştır diye mail aldım ama sanırım onların pek umrunda değil cezai işlemer
Müspet,146 HATTINI DÖNÜŞ YÖNÜNDE ESENKENT GİRİŞ DURAĞINDA BEKLİYORDUM ARAÇ ŞOFÖRÜ DURAKTA EL KALDIRMAMA DURMADI 15-20 METRE İLERDE YOLCU İNDİRDİ ŞİKAYETÇİYİM
Uyarı,OTOBÜS ŞOFÖRÜ KAPILARI AÇAR KAPATIRKEN AYNALARA BAKMIYOR BEBEK ARABASI İLE BİNERKEN BEBEK ARABASININ DAHA YARISINI SOKTUM KAPIYI KAPATTI ARABA SIKIŞTI ARADA KALDI. ŞİKAYETÇİYİM.BAŞKA BİR YOLCU DA AYNI DURUMU YAŞADI SÜREKLİ ŞOFÖRÜ İKAZ ETMEK DURUMUNDA KALIYORUZ 34 KP 0419
Müspet,63 HAT NUMARALI ARACIN B-1805 KAPI NUMARALI 34VR8635 PLAKALI ARAÇ ŞOFÖRÜ ANADOLU CADDESİNDEKİ CENDERE PARKI DURAĞINA UĞRADIKTAN SONRA KAĞITHANE DURAĞINA UĞRAMADI VE DİREK SON DURAĞA GİTTİ. BİZİ DE İNDİRDİ. BU HAT ÜZERİNDE AKŞAM DÖNÜŞLERDE SÜREKLİ OLARAK BU ŞEKİLDE OLMAKTADIR. KIŞ OLDUĞU İÇİN MAĞDUR OLUYORUZ ŞİKAYETÇİYİM.
Uyarı,15ÇK NO LU HATTI BELİRTMİŞ OLDUĞUM DURAKTA BEKLEMEKTEYDİM. ARAÇ DURAĞA GELDİ FAKAT DURMADAN TRANSİT DEVAM ETTİ. ŞİKAYETÇİYİM KONU HAKKINDA GEREĞİNİN YAPILMASINI ARZ EDERİM
Müspet,Sefer Zayi Raporu - Otobus Yoklugu -1- sefer etkilenmistir ilk zayi saati:18:50
Uyarı,KAĞITHANE ANADOLU LİSESİNİN KARŞISINDA KAVŞAKTA KENDİSİ KAVŞAKTA DURUYORDU BENİ KORNA ÇALARAK ONU İKAZDA BULUNDUM İKAZDA BULUNDUKTAN SONRA BİRAZDA HAREKET ETTİKTEN SONRA DURAK OLMADIĞI HALDE İKİ TANE ÖĞRENCİ İNDİRDİ TAM KAVŞAKTA KAVŞAĞIN ADINI BİLMİYORUM TEHLİKELİ YERDE İNDİRDİ TAM YOLCUYU İNDİRDİĞİNDEN EMİN DEĞİLİM FAKAT İNDİRDİ ŞİKAYETÇİYİM TEKRARDAN KORNAYA BASTIĞIMDA ÖNÜ BOŞ OLDUĞU HALDE ÖNÜMDE İLERLEMEDİ KASITLI OLARAK 1-2 DK İLERLEMNEDİ DAHA SONRA 4 DK DURDUM ÖNÜ BOŞ OLDUĞU HALDE İLERLEMEDİ ŞİKAYETÇİYİM GEREĞİNİN YAPILMASINI ARZ EDERİM
Müspet,16.02.2018 tarihinde C 1655 kodlu araca yapılan denetimde araç sürücüsünün gün boyu tek şoför olarak çalıştığı tesbit edilmiştir
Menfi,16.02.2018 tarihinde C 1505 kodlu araca yapılan denetimde araç sürücüsünün belirlenen süreden fazla çalışma yaptığı tespit edilmiştir
Menfi,16.02.2018 tarihinde C 1501 kodlu araca yapılan denetimde araç sürücüsünün belirlenen süreden fazla çalışma yaptığı tespit edilmiştir
Müspet,16.02.2018 tarihinde C 1731 kodlu araca yapılan denetimde araç sürücüsünün gün boyu tek şoför olarak çalıştığı tesbit edilmiştir
Uyarı,34 HY 1570 PLAKALI ARAÇ MASLAK İSTİKAMETİNDE 4. LEVENT MEVKİİNDE BİZİ SIKIŞTIRDI SİNYAL VERMEDEN SÜREKLİ ŞERİT DEĞİŞTİRDİ ŞİKAYETÇİYİM
